"SellerID","Vendor","City","ZipCode","Country"
"26956","Autohaus Moryn","Bleckede","21354","NULL"
"23103436","Private Offer","Brindisi","72100","Italy"
"32907433","Private Offer","Hürtgenwald","52393","Germany"
"32586744","Private Offer","Mouscron","7700","Belgium"
"27730120","Private Offer","Malle","2390","Belgium"
"23486802","Goldautomobile","Fürth","90765","NULL"
"31124367","Autogalerie Kum GmbH Parsberg","Parsberg","92331","NULL"
"15736655","Autohaus Cars & More","Lauffen a. N.","74348","NULL"
"34277179","Private Offer","Woltersdorf","15569","Germany"
"25585342","Private Offer","Menden (Sauerland)","58706","Germany"
"21601189","Private Offer","Herzogenrath","52134","Germany"
"16453510","FZP Holleben","Holleben","06179","NULL"
"29483243","Autozentrum Birkenfeld","Birkenfeld","75217","NULL"
"19703971","Rudolph Automobile","Berlin","13088","NULL"
"34502339","Private Offer","Mainz","55129","Germany"
"34413908","Private Offer","Mönchengladbach","41063","Germany"
"3022966","Fioletti Spa","Manerbio Brescia","25025","NULL"
"22199752","Private Offer","Köln","50765","Germany"
"4617","Autohandel Beernaert Frederik bvba","Handzame","8610","NULL"
"34474479","Private Offer","Wijnegem","2110","Belgium"
"16010359","Autobedrijf Hendriks","AD BEERS","5437","NULL"
"16522","S&G Automobil AG NL Offenburg-Wolfach","Offenburg","77656","NULL"
"6179222","AHAG Egon Gladen GmbH & Co. KG","Marl","45770","NULL"
"32903398","Autozentrum Haas GmbH & Co. KG","Rottweil","78628","NULL"
"31783915","Piai Auto Di Piai Efrem & C. snc","Cornuda - TV","31041","NULL"
"6434","Car Profi Manuel Kurtz","Duisburg","47249","NULL"
"5389","Auto-Karadas GmbH & Co. KG","Bayreuth","95448","NULL"
"3405025","AUTOMOBILE MAIER e.K","Bebra","36179","NULL"
"21926","Marc Hackert Automobile","Wesel","46485","NULL"
"26088","Peter Wollersberger KFz Handel","Berg bei Neumarkt i.d.OPf. (OT Loderbach)","92348","NULL"
"7567","Karabelen Car","Pommeroeul","7322","NULL"
"14027189","Autohaus Baltes","Prüm","54595","NULL"
"4942","ACG bvba","Geel","2440","NULL"
"8630782","Private Offer","Purmerend","1448KS","Netherlands"
"33299","ALLCARS-EU GmbH","Euskirchen-Flamersheim","53881","NULL"
"3943548","H. Slawitscheck GmbH","St. Georgen am Ybbsfelde","3304","NULL"
"27808425","Private Offer","Schorfheide","16244","Germany"
"16208146","Technique Auto","Boussu","7300","NULL"
"27247920","Garage des Sablières","Châtelet","6200","NULL"
"23742146","Autohaus Frei GmbH","Montabaur","56410","NULL"
"34193529","Private Offer","Groissenbrunn","2294","Austria"
"17114686","Auto Vormund GmbH & Co. KG","Georgsmarienhütte","49124","NULL"
"32796360","Private Offer","TO","10040","Italy"
"18346368","auto-areal rohrdorf","Rohrdorf","72229","NULL"
"31057298","Autobedrijf N.Drost","AA RUINERWOLD","7961","NULL"
"28165","Gangai Selections","Mons","7000","NULL"
"17231870","Autohaus Tobaben GmbH & Co. KG","Hamburg-Harburg","21073","NULL"
"19483846","FRÖHLIG AUTOMOBILE","Herxheim","76863","NULL"
"16376883","Oofwijk Auto's","AC EINDHOVEN","5627","NULL"
"30174258","K&B Fahrzeughandel GbR","Buggingen","79426","NULL"
"29085543","Private Offer","Orp-Jauche","1350","Belgium"
"34176174","Private Offer","Milano","20152","Italy"
"34167211","Private Offer","Fiumicino","00054","Italy"
"30055797","Private Offer","Oriolo Romano","01010","Italy"
"25662176","Private Offer","Schömberg","72355","Germany"
"33460320","Private Offer","oupeye","4680","Belgium"
"30386157","Private Offer","Castrop-Rauxel","44577","Germany"
"14864295","Private Offer","REZZATO","25086","Italy"
"29120901","Auto Italy by Soltuz Gheorghe","Brescia - BS","25132","NULL"
"34492435","Patolla & Ark GbR","Berlin","12347","NULL"
"6005","AKG Automobile GmbH","Meinerzhagen","58540","NULL"
"11231857","Rijk Auto's","HG GOES","4462","NULL"
"7779","B & O Motors","Kuurne","8520","NULL"
"34486466","Kahraman Automobile","Osnabrück","49090","NULL"
"5285269","Vange Cars","Milano – Mi","20126","NULL"
"20329217","Private Offer","Chimay","6460","Belgium"
"24395653","Private Offer","Sinsheim","74889","Germany"
"7414225","MV CARS Zwevegem","Zwevegem","8550","NULL"
"22331101","Private Offer","Nagold","72202","Germany"
"32518747","Auto de Hem","GS BERGAMBACHT","2861","NULL"
"1889806","Private Offer","Reinbek","21465","Germany"
"32884442","Private Offer","pertuis","84120","France"
"16941589","GF CO SPRL","Zaventem","1930","NULL"
"23540326","Private Offer","Bad Kreuznach","55543","Germany"
"29159438","Private Offer","San Fior","31020","Italy"
"27748876","AutoCentriRomaESt","Villaggio Adriano - Roma","00019","NULL"
"23104862","Private Offer","Genk","3600","Belgium"
"33656","AutoCentrum Düren","Düren","52351","NULL"
"21108977","Private Offer","destelbergen","9070","Belgium"
"23849","Denox-KFZ","Heilbronn","74080","NULL"
"30857294","Automobile Elsner","Extertal","32699","NULL"
"20582595","BMW - Peter Daeninck","Oudenaarde","9700","NULL"
"20202837","Alecar di Gardoni Alessio","Montirone - Brescia - BS","25010","NULL"
"32775390","Private Offer","Freiburg","79100","Germany"
"5405","Heermann-Rhein GmbH","Heilbronn","74076","NULL"
"2415946","Klootwijk Auto's B.V.","DN ROTTERDAM","3079","NULL"
"28422053","Private Offer","SOEST","3766WB","Netherlands"
"31084584","House of Cars Steenwijk","LL STEENWIJK","8331","NULL"
"15371988","Van der Feer","AJ LELYSTAD","8211","NULL"
"5185","Auto's Huygen bvba","Lier","2500","NULL"
"24606086","Dreamcar","Salgareda - Treviso","31040","NULL"
"16412054","Fütterer Automobile GmbH","Iffezheim","76473","NULL"
"29570799","Safecars","Merignac","33700","NULL"
"24257270","Private Offer","Kapellen","2950","Belgium"
"31698077","Private Offer","Savignano sul Panaro","41056","Italy"
"23700631","Private Offer","AT Oploo","5841","Netherlands"
"13248","Selecar Novara","Novara - No","28100","NULL"
"28466519","Private Offer","Lievegem","9921","Belgium"
"16829478","Private Offer","Giugliano In Campania","80014","Italy"
"30818744","Private Offer","Firenze","50125","Italy"
"2198111","Cct - Casteggio Cars And Trucks Srl","Casteggio - Pavia - Pv","27054","NULL"
"137679","Private Offer","Roma","00189","Italy"
"34383763","Private Offer","Ingelmunster","8770","Belgium"
"29851197","Private Offer","München","80809","Germany"
"11569974","Private Offer","BOXMEER","5831JX","Netherlands"
"22497195","Private Offer","Syke","28857","Germany"
"2694320","Garage van Vlijmen B.V.","CA NIEUW-LEKKERLAND","2957","NULL"
"33377358","Private Offer","München","80939","Germany"
"19745370","Autohandel Robby bvba","Brugge","8000","NULL"
"17700600","Zc- Automobile","Bremen","28279","NULL"
"3972037","Auto Uno Srl","Napoli – Na","80100","NULL"
"32891318","Private Offer","LAEKEN","1020","Belgium"
"32974420","Private Offer","Gelsenkirchen","45888","Germany"
"15217115","Private Offer","Sesto San Giovanni","20099","Italy"
"34520282","Private Offer","Almería","04008","Spain"
"16113847","Autobedrijf De Ren","JJ GROESBEEK","6562","NULL"
"25656146","Private Offer","Cattolica","47841","Italy"
"32224","Golden Garage Srl","Moncalieri - Torino - To","10024","NULL"
"22367646","Private Offer","Linz","4020","Austria"
"8384","Autobedrijf L.C. Bosman B.V.","LC NIEUWVEEN","2441","NULL"
"17650","CarCenter","Filderstadt","70794","NULL"
"5135","Garage Koeklenberg","Schoten - Antwerpen","2900","NULL"
"14304021","Carland","Bourg En Bresse","01000","NULL"
"26082843","Auto Zangerl GmbH","Grins","6500","NULL"
"10695","Kalfsbeek Schiedam","JD SCHIEDAM","3115","NULL"
"24373982","Private Offer","KERKRADE","6467AS","Netherlands"
"34388042","Private Offer","Macerata","62100","Italy"
"33987835","Private Offer","Regensburg","93059","Germany"
"32796356","Private Offer","Casatenovo","23880","Italy"
"32405788","Private Offer","Monterotondo","00015","Italy"
"22446229","Private Offer","Köln","50765","Germany"
"15027537","Autolux Service Srl","Macerata","62100","NULL"
"16540001","Timmermans Auto`s","RB HEEZE","5591","NULL"
"16153619","Automobielbedrijf Peters van Nijenhof B.V.","BC ARNHEM","6836","NULL"
"17172","CUNTZ SPEYER","Speyer","67346","NULL"
"31678155","Private Offer","Vibo Valentia","89900","Italy"
"15898200","Private Offer","Rijswijk","2285ep","Netherlands"
"33723145","SARL CAR CENTER","REIMS","51100","NULL"
"16285712","Autobedrijf Lammerts","AT NIJMEGEN","6533","NULL"
"16304646","MS Brötzner GmbH","Salzburg","5020","NULL"
"4189620","Autohaus Barth GmbH","Erbach","64711","NULL"
"14404455","L'ESPACE H AUTO","HAGUENAU","67500","NULL"
"34070577","Private Offer","Jesi","60035","Italy"
"34160529","Private Offer","GEERVLIET","3211LB","Netherlands"
"32665484","Private Offer","St Johann ob Hohenburg","8565","Austria"
"34836","Frattin Auto Srl","Cassola - Vi","36022","NULL"
"7510535","Baron Auto's","HR ASSENDELFT","1566","NULL"
"30434279","Private Offer","Kruisem","9750","Belgium"
"33653605","Private Offer","Nijmegen","6545JK","Netherlands"
"21481362","Private Offer","celle","29221","Germany"
"29572607","Hollandia Autolease","NV BEVERWIJK","1948","NULL"
"5962","Autohaus Lecki","Dortmund","44263","NULL"
"8964282","Autos Seba","Paal","3583","NULL"
"20130394","Private Offer","CW Leeuwarden","8918","Netherlands"
"34007543","Private Offer","Benevento","82100","Italy"
"33892083","Private Offer","EPINAL","88000","France"
"25110703","Private Offer","Heilbronn","74078","Germany"
"2908189","OccasionTotaal B.V.","DD LELYSTAD","8239","NULL"
"29735","Autohandel Maranky & Co","Erembodegem","9320","NULL"
"25955525","Private Offer","NS Geldermalsen","4191","Netherlands"
"32304944","Private Offer","San Severino Marche","62027","Italy"
"17018919","Private Offer","FINSTERWOLDE","9684AB","Netherlands"
"3836206","Gebr. Gieraths GmbH","Bergisch Gladbach","51429","NULL"
"30221600","Erreti Car Srl","Alzano Lombardo - Bg","24022","NULL"
"21895477","Kamux Auto GmbH","Hamburg","22529","NULL"
"21085507","LE VEODROME","Dijon","21000","NULL"
"1848339","BMW POITIERS - AUTOSPHERE","Poitiers","86000","NULL"
"3055870","PELRAS SA","TOULOUSE","31100","NULL"
"14782566","NORMANDY AVENUE DEAUVILLE - Groupe Pautric","SAINT ARNOULT","14820","NULL"
"31951088","Schneider Automobile Maifeld","Münstermaifeld","56294","NULL"
"10606123","Tsynn Automobile e.K.","Zörbig","06780","NULL"
"9062369","Admiral Deutscher Handelskontor GmbH","Dresden","01237","NULL"
"4640369","Volpert & Bisinger GmbH & Co.KG","Bad Soden","65812","NULL"
"34412565","Auto-Sektor Gerlich","Düsseldorf","40549","NULL"
"8669218","Car-Line Automobile e.U.","Marchtrenk","4614","NULL"
"18098310","SN Car's sprl","Saive","4671","NULL"
"5617054","CarNext.com Aartselaar","Aartselaar","2630","NULL"
"16464236","Kreeft Auto & Service","MC ENKHUIZEN","1601","NULL"
"14405757","LE CUNFF AUTOMOBILES","LANGUEUX","22360","NULL"
"14405792","PASSION AUTOMOBILE PYRENEENNE LESCAR","Lescar","64230","NULL"
"1848323","BAYERN MARIGNANE","Marignane","13700","NULL"
"14406555","GARAGE DU FRANC MARCHE","BEAUVAIS","60000","NULL"
"33150008","Autohandel Nenad Vukajlovic","Heek","48619","NULL"
"18435295","Bauer Automobile GmbH","Flensburg","24941","NULL"
"33485604","Private Offer","Bad Pyrmont","31812","Germany"
"15047993","Auto Wientjes B.V.","AM APELDOORN","7325","NULL"
"6475689","Tari Automobile GbR","Mainz","55129","NULL"
"16258856","IS Automobile","Nürnberg","90431","NULL"
"33904","Teschmit-Automobile","Hannover","30179","NULL"
"3666819","SELF AUTO","Viry Chatillon","91170","NULL"
"20531620","Private Offer","Rhodes Saint Genèse","1640","Belgium"
"15575878","Autowelt Kaufmann GmbH","München","80687","NULL"
"33659132","Haias Company e.U.","Stadl Paura","4651","NULL"
"3885825","LP Automobile","Giessen","35394","NULL"
"34489383","Private Offer","Mortsel","2640","Belgium"
"22675687","Auto-Dreieck GmbH","Oldenburg","26135","NULL"
"34207857","Private Offer","Usingen","61250","Germany"
"2925193","Nissan - Gar Carr Geert Brackx","Oostende","8400","NULL"
"11484869","Private Offer","BAGNARIA ARSA","33050","Italy"
"3890839","Falken-Autos","Berlin","13088","NULL"
"21963590","S&R Kfz Meisterbetrieb","Leipzig","04158","NULL"
"25327803","Private Offer","Hamm","59067","Germany"
"20062907","Autohaus Bayer","Salgen","87775","NULL"
"23801119","Automobile Surkew","Mering bei München/ Augsburg","86415","NULL"
"21865150","UM Autocenter GmbH","Merdingen","79291","NULL"
"25102069","Private Offer","Wiesbaden","55246","Germany"
"23172859","Private Offer","Heisdorf","7313","Luxembourg"
"15817556","SCC / Senco-Car-Center & Auto-Service","Niestetal","34266","NULL"
"3007458","Frenki Automobile GmbH","Fulda","36043","NULL"
"5134377","Ardi Automobile","Liège(Rocourt)","4000","NULL"
"4772","Knokmobyl n.v","Moerkerke (Knokke - Maldegem)","8340","NULL"
"10209467","Private Offer","montemurlo","59013","Italy"
"13706575","Private Offer","Milano","20126","Italy"
"13155545","Private Offer","Firenze","50127","Italy"
"33891594","Private Offer","Waldenstein","3961","Austria"
"23037575","Private Offer","münchen","81671","Germany"
"21193325","Private Offer","Kaufbeuren","87600","Germany"
"3949372","Autohaus Bockey GmbH","Wadersloh","59329","NULL"
"17402094","Autohaus Waliser GmbH","Fürth","90763","NULL"
"25584027","Ab Cars","Belgique","59000","NULL"
"7728536","Autocenter Bad Köstritz","Bad Köstritz","07586","NULL"
"27583740","Ab Cars","Herstal","4040","NULL"
"12066108","Aste Automobili Srl","Prato - Po","59100","NULL"
"34495251","Private Offer","Meudt","56414","Germany"
"13448925","Dimacar International sprl","La Hulpe","1310","NULL"
"15054907","Private Offer","Geratal ot Geraberg","99331","Germany"
"24399865","Private Offer","München","81539","Germany"
"23848331","Private Offer","Bielefeld","33613","Germany"
"33753380","Private Offer","Bonlez","1325","Belgium"
"29184800","Private Offer","Chieti","66100","Italy"
"23360362","Private Offer","Riede","27339","Germany"
"26082080","Djokic KG","Spillern","2104","NULL"
"2739276","Cirillomotori Srl","Calvi Risorta - Caserta - Ce","81042","NULL"
"5329245","Hugo Pfohe GmbH","Schwerin","19057","NULL"
"24590540","pkw-ankauf24.de","Oberhausen","46049","NULL"
"17042938","Private Offer","Meerbusch","40667","Germany"
"5887146","AUTOMOBILES SERVICE LYONNAIS ASL","GENAS","69740","NULL"
"16089454","Phoenix Automobile Kassel","Kassel","34123","NULL"
"17983813","CK Automobile","Solms","35606","NULL"
"19640861","Auto Store","Moustier-sur-sambre","5190","NULL"
"5988270","Autohandel Mani","Soest","59494","NULL"
"5227237","AHAG GmbH & Co. KG","Gelsenkirchen / BAB2 Abfahrt GE-Buer","45897","NULL"
"26970477","GZ-Eschweiler","Eschweiler","52249","NULL"
"3888369","Loew-Kfz","Baiersdorf","91083","NULL"
"32071631","Private Offer","Groß Gerau","64521","Germany"
"19606","Autohaus Gramling GmbH & Co.KG","Mosbach-Neckarelz","74821","NULL"
"25131","Buchs GmbH","Iserlohn - Kalthof","58640","NULL"
"9051093","Auto Voigt - German Cars","Dortmund","44225","NULL"
"32001174","Salaz Motor Select Sprl","Tertre","7333","NULL"
"16797","Autohaus Spies OHG","Heilbronn","74076","NULL"
"25775","Sattari Automobile","Bad Homburg","61350","NULL"
"17800174","MR-Automobile","Bruchsal","76646","NULL"
"25673","Autocenter-Wellinghofen","Dortmund","44265","NULL"
"22501","Autohaus Moritz GbR","Baiersdorf","91083","NULL"
"34351743","Private Offer","Roccavione","12018","Italy"
"34251974","Private Offer","Courcelles","6182","Belgium"
"34115002","Private Offer","Lemgo","32657","Germany"
"32908409","Private Offer","bientina","56031","Italy"
"10830813","Private Offer","Woluwe St Lambert","1200","Belgium"
"26835434","Private Offer","Vercelli","13100","Italy"
"30872862","Private Offer","München","80637","Germany"
"32595","AutoGranata Srl","Trentola Ducenta - Caserta","81038","NULL"
"4752","Dumane Supercar","Auderghem - Bruxelles","1160","NULL"
"30122680","Kfz-radovic","Hof","95032","NULL"
"34092982","Private Offer","Mons","7000","Belgium"
"33979685","Private Offer","Zetel","26340","Germany"
"33806132","Private Offer","Eiserfeld","57080","Germany"
"27727622","Private Offer","Auersthal","2214","Austria"
"20851963","Private Offer","Oost-Vlaanderen","9220","Belgium"
"22627535","Private Offer","Vibo Valentia","89900","Italy"
"13407","Automobili Valentino srl","Milano - Mi","20100","NULL"
"19095936","Private Offer","Offenbach am Main","63065","Germany"
"26743011","Private Offer","Oberhausen","46119","Germany"
"6324","Fahrzeughaus Lambeck GmbH","Wermelskirchen","42929","NULL"
"25452433","Private Offer","Seckmauern","64750","Germany"
"22989112","Private Offer","Regensburg","93057","Germany"
"22180169","VALENTINO CAR´S","Radevormwald","42477","NULL"
"15451","Autohaus Ruf","Laufenburg","79725","NULL"
"28042096","LERUCARS","Zipf","4841","NULL"
"3887875","Autohaus Steen GmbH","Alt-Mölln","23881","NULL"
"33493642","Private Offer","Pforzheim","75173","Germany"
"2393719","Auto International Concessionaria Padova","Cartura - Padova","35025","NULL"
"32425827","Private Offer","Seraing","4102","Belgium"
"25254480","Autoinsel Duisburg","Duisburg","47228","NULL"
"29435718","Private Offer","Koekelberg","1081","Belgium"
"4035","Roßnagel Automobile GmbH","Sinsheim","74889","NULL"
"12586","AUTOCLUB SPA","Modena - Mo","41123","NULL"
"12817","SASSUOLAUTO SERVICE SRL","Veggia Casalgrande - Reggio Emilia - Re","42013","NULL"
"20504292","Cartist bvba","Oostnieuwkerke","8840","NULL"
"12192004","You Car srl","Formello - Roma - Rm","00060","NULL"
"28854014","Auto Strauch GmbH","Geissingen","78187","NULL"
"15403","Autohaus Lückerath GmbH","Euskirchen","53879","NULL"
"8522479","AutoGalerie Stephan Illes","Gelsenkirchen","45896","NULL"
"33434565","Private Offer","Mainz Weisenau","55130","Germany"
"21146762","Private Offer","ransart","6043","Belgium"
"33465828","Private Offer","MI","20090","Italy"
"3646369","Private Offer","Santarcangelo di Romagna","47822","Italy"
"29140108","Carrozzeria Luna srl","Prato - PO","59100","NULL"
"33946083","Private Offer","Frankfurt","60386","Germany"
"31059283","Private Offer","Uetersen","25436","Germany"
"9384112","Private Offer","hainburg","63512","Germany"
"15800200","Privilège Service Automobile","Alleur Ans","4432","NULL"
"34257935","Private Offer","Dinslaken","46537","Germany"
"31282754","Private Offer","Lillois-Witterzée","1428","Belgium"
"27989796","Private Offer","Ennepetal","58256","Germany"
"24207728","Private Offer","ferrara","44121","Italy"
"24908658","Private Offer","Nocera Superiore","84015","Italy"
"6157032","SPRL S'team Cars","Awans","4340","NULL"
"17456599","Garage Hans Van Doninck","Herentals","2200","NULL"
"17230282","Private Offer","Konstanz","78467","Germany"
"32793300","Private Offer","Ennevelin","59710","France"
"12273072","SB Automobiles","Grivegnée","4030","NULL"
"3866960","Frank Oomen Auto's","BW CHAAM","4861","NULL"
"27042672","Private Offer","Duisburg","47051","Germany"
"2753448","AUTOSCHMITT IDSTEIN GmbH","Idstein","65510","NULL"
"4954","BMW & MINI Gregoir Jette","Jette","1090","NULL"
"6887458","Van Erp Auto's & Campers B.V.","EV GOOR","7471","NULL"
"3964","Autohaus Lenz GmbH & Co. KG","Oelde-Stromberg","59302","NULL"
