"AdID","ABS","Driver-side airbag","Passenger-side airbag","Sunroof","Radio","4WD","Power windows","Alloy wheels","Central door lock","Alarm system","Navigation system","Immobilizer","Side airbag","Seat heating","Disabled accessible","Cruise control","Xenon headlights","On-board computer","Electronic stability control","Fog lights","Trailer hitch","Air conditioning","Roof rack","Power steering","Automatic climate control","Traction control","Electrically adjustable seats","MP3","Panorama roof","Auxiliary heating","Sport package","Start-stop system","Multi-function steering wheel","Daytime running lights","Sport suspension","Sport seats","Adaptive headlights","Ski bag","Adaptive Cruise Control","Armrest","Electrically heated windshield","Heated steering wheel","Hill Holder","Digital radio","LED Headlights","Electric tailgate","LED Daytime Running Lights","Leather steering wheel","Air suspension","Massage seats","Night view assist","Tire pressure monitoring system","Keyless central door lock","Lane departure warning system","Blind spot monitor","Touch screen","USB","Traffic sign recognition","Electrical side mirrors","Bluetooth","Isofix","Rain sensor","Parking assist system sensors front","Parking assist system sensors rear","Parking assist system camera","Parking assist system self-steering","CD player"
"393765446",1,1,1,"NULL",1,"NULL",1,1,1,1,"NULL",1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,1,1,"NULL",1,"NULL","NULL",1,1,"NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL",1,1,"NULL","NULL",1,1,"NULL","NULL","NULL",1,1,"NULL","NULL","NULL",1,"NULL",1,"NULL",1,1,"NULL",1,"NULL","NULL",1
"401476731",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,1,1,"NULL","NULL","NULL","NULL","NULL",1,1,1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,1,"NULL",1,"NULL","NULL",1
"401996977",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,"NULL",1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL",1,"NULL","NULL",1
"402433520",1,1,1,"NULL",1,"NULL","NULL",1,1,1,1,1,1,"NULL","NULL",1,"NULL",1,1,1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL",1,1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"384413750",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,1,1,"NULL",1,"NULL","NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"402513947",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"400529785",1,1,1,"NULL","NULL","NULL",1,1,1,"NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL"
"399940173",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"402205270",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,"NULL",1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"401837552",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,1,"NULL","NULL","NULL","NULL",1
"387086360",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL",1,"NULL","NULL",1
"353359882",1,1,1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,1,1,"NULL","NULL",1,"NULL",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL",1,"NULL",1,1,"NULL",1,"NULL","NULL",1
"401857606",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL",1,"NULL","NULL",1
"399411208",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL",1,1,"NULL","NULL","NULL",1,1,1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL",1,"NULL","NULL",1
"402556962",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,1,1,"NULL","NULL",1,"NULL","NULL",1
"399646778",1,1,1,"NULL","NULL","NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL","NULL","NULL",1,"NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"400396412",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,1,"NULL","NULL","NULL","NULL",1
"336652407",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,1,1,"NULL",1,1,"NULL","NULL",1
"401958321",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"400390457",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"398680551",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,1,1,"NULL",1,"NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,1,1,"NULL","NULL","NULL","NULL","NULL",1
"397670793",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"395464730",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"402144384",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,"NULL",1,"NULL","NULL","NULL",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL",1,"NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL",1,"NULL","NULL",1
"400811138",1,1,1,"NULL",1,"NULL",1,1,1,"NULL",1,1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,1,1,"NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL",1,1,"NULL","NULL",1
"401407760",1,1,1,"NULL",1,"NULL",1,"NULL",1,1,"NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"401570363",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL",1,"NULL","NULL",1
"394226585",1,1,1,1,1,"NULL",1,1,1,"NULL","NULL",1,1,1,"NULL",1,"NULL",1,1,1,"NULL",1,"NULL",1,1,1,"NULL",1,"NULL","NULL","NULL",1,1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL",1,"NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL",1,"NULL",1,1,1,"NULL",1,1,"NULL","NULL",1
"402220856",1,1,1,1,1,"NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,1,1,"NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,1,1,1,"NULL",1,"NULL","NULL",1
"386068353",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL",1,"NULL","NULL",1
"402536097",1,1,1,"NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"399720640",1,1,1,"NULL",1,"NULL",1,1,1,1,"NULL",1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,1,"NULL",1,"NULL","NULL",1
"402290467",1,1,1,"NULL",1,"NULL",1,"NULL",1,1,1,1,1,"NULL","NULL",1,"NULL",1,1,1,"NULL",1,"NULL",1,1,1,"NULL",1,"NULL","NULL","NULL",1,1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,1,1,1,"NULL","NULL","NULL","NULL",1
"387593671",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL",1,"NULL","NULL",1
"399640908",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"401283600",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"400551363",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,1,1,"NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL",1
"402371733",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,1,1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,1,1,1,"NULL",1,"NULL","NULL",1
"401954273",1,1,1,"NULL",1,"NULL",1,1,1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL",1
"401994629",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,"NULL","NULL","NULL","NULL",1,1,1,1,"NULL",1,"NULL",1,1,"NULL","NULL",1,"NULL","NULL","NULL",1,1,"NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,1,1,1,"NULL",1,"NULL","NULL",1
"400542090",1,1,1,"NULL",1,"NULL",1,"NULL",1,"NULL","NULL",1,1,"NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL",1,1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL",1,"NULL",1,"NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL"
"399437130",1,1,1,"NULL",1,"NULL","NULL",1,1,1,1,1,1,"NULL","NULL",1,1,1,1,1,"NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL",1,1,"NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL",1,"NULL","NULL","NULL",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
